dbh_measured_10,dbh_05_10,dbh_1_10,dbh_15_10,dbh_2_10,dbh_25_10,dbh_3_10,dbh_measured,dbh_05_20,dbh_1_20,dbh_15_20,dbh_2_20,dbh_25_20,dbh_3_20,dbh_measured_30,dbh_05_30,dbh_1_30,dbh_15_30,dbh_2_30,dbh_25_30,dbh_3_30
0.427808487031015,0.2814022,0.2837912,0.306506,0.2499086,0.260956,0.3809838,0.242552133272048,0.2163248,0.2035528,0.19750216,0.19891962,0.17846586,0.14922736,,,,,,,
0.354597213208743,0.2416148,0.2264424,0.1958355,0.17433754,0.16034308,0.16899524,0.267380304394384,0.3605666,0.3425734,0.29332,0.2611556,0.2421356,0.2218252,,,,,,,
0.23427607623127,0.2458932,0.2391618,0.19864942,0.2085192,0.19883092,0.2446176,0.201171848068156,0.346112,0.3278854,0.310084,0.3126542,0.2818752,0.2803298,,,,,,,
0.326585943224569,0.4337102,0.3988042,0.3811986,0.3928668,0.3872368,0.38455,0.204991566702361,0.3121734,0.2629818,0.2660604,0.2663634,0.266574,0.2365498,,,,,,,
0.209447905108934,0.1858199,0.18049712,0.17582134,0.17572566,0.17512034,0.17405284,0.320219745500893,0.2927744,0.2722076,0.2576836,0.2432902,0.243081,0.2249378,,,,,,,
0.285842277793044,0.3458714,0.313315,0.2991972,0.2887332,0.2867468,0.2684266,0.252101429857562,0.3875254,0.3311818,0.3181652,0.3232584,0.2723198,0.2414812,,,,,,,
0.369876087745565,0.1836794,0.15875526,0.16990186,0.18702134,0.15902884,0.1547542,0.308760589598277,0.2327768,0.2167488,0.2195696,0.2154054,0.2173582,0.2067842,,,,,,,
0.332315521175877,0.2163248,0.2035528,0.19750216,0.19891962,0.17846586,0.14922736,,,,,,,,,,,,,,
0.338045099127186,0.2953768,0.2729502,0.260351,0.2344382,0.2194266,0.19244088,,,,,,,,,,,,,,
0.412529612494193,0.3605666,0.3425734,0.29332,0.2611556,0.2421356,0.2218252,,,,,,,,,,,,,,
0.351414114346905,0.346112,0.3278854,0.310084,0.3126542,0.2818752,0.2803298,,,,,,,,,,,,,,
0.353960593436375,0.42513,0.3899554,0.3785486,0.3724566,0.3443848,0.309325,,,,,,,,,,,,,,
0.416985950900766,0.2927744,0.2722076,0.2576836,0.2432902,0.243081,0.2249378,,,,,,,,,,,,,,
0.219633821466816,0.3023236,0.2926752,0.2562842,0.23980004,0.2458018,0.2310256,,,,,,,,,,,,,,
0.206264806247096,0.19956824,0.18727096,0.196174,0.1851159,0.15249688,0.15223356,,,,,,,,,,,,,,
0.210084524881302,0.17731314,0.1704798,0.16428156,0.16503708,0.17038514,0.12783094,,,,,,,,,,,,,,
0.502293000398022,0.2327768,0.2167488,0.2195696,0.2154054,0.2173582,0.2067842,,,,,,,,,,,,,,
